images,z,x
03_10_2020_1\output_0003\0000132_z05_x06.jpg,5,6
03_09_2020_1\output_0036\0000341_z05_x06.jpg,5,6
03_06_2020_0\output_0003\0000055_z07_x06.jpg,7,6
03_10_2020_1\output_0012\0000612_z00_x06.jpg,0,6
03_13_2020_1\output_0005\0000861_z05_x06.jpg,5,6
03_16_2020_0\output_0000\0000177_z07_x06.jpg,7,6
03_16_2020_0\output_0006\0000404_z05_x07.jpg,5,7
03_12_2020_0\output_0006\0000367_z05_x07.jpg,5,7
03_10_2020_1\output_0016\0000005_z05_x06.jpg,5,6
03_06_2020_0\output_0008\0000106_z05_x06.jpg,5,6
03_13_2020_1\output_0004\0000350_z05_x06.jpg,5,6
03_12_2020_0\output_0010\0000089_z08_x06.jpg,8,6
03_13_2020_1\output_0009\0000444_z05_x06.jpg,5,6
03_13_2020_1\output_0003\0000843_z03_x07.jpg,3,7
03_09_2020_1\output_0015\0000710_z05_x07.jpg,5,7
03_09_2020_1\output_0029\0000140_z02_x07.jpg,2,7
03_06_2020_0\output_0006\0001387_z02_x07.jpg,2,7
03_09_2020_1\output_0015\0000496_z00_x07.jpg,0,7
03_13_2020_0\output_0007\0000422_z05_x08.jpg,5,8
03_09_2020_1\output_0030\0000458_z05_x06.jpg,5,6
03_12_2020_0\output_0002\0000412_z09_x07.jpg,9,7
03_09_2020_1\output_0019\0000359_z02_x07.jpg,2,7
03_12_2020_0\output_0010\0000036_z09_x07.jpg,9,7
03_09_2020_1\output_0032\0000578_z05_x07.jpg,5,7
03_09_2020_1\output_0042\0000320_z05_x07.jpg,5,7
03_10_2020_1\output_0014\0000693_z02_x06.jpg,2,6
03_12_2020_0\output_0006\0000912_z05_x07.jpg,5,7
03_12_2020_0\output_0006\0000605_z07_x07.jpg,7,7
03_16_2020_0\output_0000\0000592_z06_x06.jpg,6,6
03_06_2020_0\output_0008\0000994_z05_x07.jpg,5,7
03_10_2020_1\output_0015\0000175_z03_x06.jpg,3,6
03_06_2020_0\output_0004\0001021_z03_x06.jpg,3,6
03_12_2020_0\output_0005\0000582_z05_x07.jpg,5,7
03_10_2020_1\output_0014\0000636_z02_x06.jpg,2,6
03_09_2020_1\output_0043\0000268_z04_x06.jpg,4,6
03_16_2020_0\output_0001\0000566_z06_x07.jpg,6,7
03_06_2020_0\output_0008\0000307_z02_x07.jpg,2,7
03_06_2020_0\output_0003\0000840_z05_x06.jpg,5,6
03_13_2020_1\output_0004\0000811_z03_x07.jpg,3,7
03_06_2020_0\output_0005\0000942_z10_x06.jpg,10,6
03_06_2020_0\output_0009\0001526_z01_x07.jpg,1,7
03_16_2020_0\output_0003\0000427_z07_x06.jpg,7,6
03_09_2020_1\output_0016\0000579_z02_x06.jpg,2,6
03_09_2020_1\output_0032\0000312_z05_x07.jpg,5,7
03_13_2020_1\output_0008\0000583_z03_x07.jpg,3,7
03_12_2020_0\output_0006\0000292_z05_x07.jpg,5,7
03_06_2020_0\output_0010\0001667_z10_x07.jpg,10,7
03_09_2020_1\output_0042\0000730_z05_x07.jpg,5,7
03_09_2020_1\output_0030\0001024_z01_x07.jpg,1,7
03_09_2020_1\output_0022\0000456_z05_x07.jpg,5,7
03_13_2020_1\output_0006\0000121_z03_x06.jpg,3,6
03_10_2020_1\output_0008\0001096_z03_x06.jpg,3,6
03_09_2020_1\output_0036\0000710_z03_x07.jpg,3,7
03_06_2020_0\output_0009\0000952_z04_x07.jpg,4,7
03_13_2020_1\output_0003\0000396_z05_x07.jpg,5,7
03_16_2020_0\output_0005\0000658_z07_x07.jpg,7,7
03_12_2020_0\output_0002\0000800_z07_x06.jpg,7,6
03_12_2020_0\output_0015\0000391_z05_x07.jpg,5,7
03_06_2020_0\output_0011\0000230_z03_x06.jpg,3,6
03_12_2020_0\output_0008\0000191_z05_x07.jpg,5,7
03_13_2020_0\output_0006\0000782_z06_x07.jpg,6,7
03_10_2020_1\output_0008\0001006_z02_x06.jpg,2,6
03_13_2020_1\output_0010\0000232_z03_x06.jpg,3,6
03_16_2020_0\output_0004\0000533_z07_x06.jpg,7,6
03_13_2020_0\output_0002\0000639_z08_x07.jpg,8,7
03_12_2020_0\output_0003\0000405_z06_x07.jpg,6,7
03_09_2020_1\output_0044\0000375_z03_x08.jpg,3,8
03_12_2020_0\output_0007\0000313_z06_x06.jpg,6,6
03_06_2020_0\output_0005\0000309_z10_x07.jpg,10,7
03_12_2020_0\output_0002\0000699_z05_x06.jpg,5,6
03_13_2020_0\output_0000\0000789_z05_x07.jpg,5,7
03_13_2020_0\output_0002\0000213_z08_x07.jpg,8,7
03_09_2020_1\output_0029\0000707_z02_x06.jpg,2,6
03_10_2020_1\output_0011\0000905_z00_x06.jpg,0,6
03_13_2020_1\output_0013\0000189_z05_x06.jpg,5,6
03_09_2020_1\output_0033\0000173_z04_x06.jpg,4,6
03_06_2020_0\output_0011\0001410_z02_x08.jpg,2,8
03_10_2020_1\output_0016\0000187_z02_x07.jpg,2,7
03_09_2020_1\output_0033\0000613_z02_x06.jpg,2,6
03_12_2020_0\output_0015\0000575_z08_x07.jpg,8,7
03_12_2020_0\output_0012\0000949_z10_x06.jpg,10,6
03_06_2020_0\output_0011\0001500_z05_x06.jpg,5,6
03_09_2020_1\output_0025\0000717_z03_x07.jpg,3,7
03_09_2020_1\output_0013\0000395_z01_x06.jpg,1,6
03_13_2020_1\output_0010\0000819_z05_x07.jpg,5,7
03_12_2020_0\output_0012\0001032_z07_x06.jpg,7,6
03_13_2020_1\output_0002\0000753_z02_x07.jpg,2,7
03_10_2020_1\output_0007\0000695_z03_x06.jpg,3,6
03_12_2020_0\output_0002\0000511_z09_x07.jpg,9,7
03_16_2020_0\output_0002\0000278_z07_x06.jpg,7,6
JetBot\2021-10-08-20-32\0002021_z06_x07.jpg,6,7
03_12_2020_0\output_0012\0000827_z08_x07.jpg,8,7
03_10_2020_1\output_0009\0000085_z02_x06.jpg,2,6
03_09_2020_1\output_0018\0000690_z03_x06.jpg,3,6
03_10_2020_1\output_0012\0000420_z03_x06.jpg,3,6
03_09_2020_1\output_0022\0000256_z05_x07.jpg,5,7
03_13_2020_0\output_0002\0000688_z06_x06.jpg,6,6
03_13_2020_1\output_0006\0000916_z02_x06.jpg,2,6
03_10_2020_1\output_0009\0000456_z03_x06.jpg,3,6
03_10_2020_1\output_0014\0000520_z01_x06.jpg,1,6
03_09_2020_1\output_0026\0000074_z05_x07.jpg,5,7
03_13_2020_1\output_0012\0000158_z01_x06.jpg,1,6
03_06_2020_0\output_0010\0000948_z09_x07.jpg,9,7
03_13_2020_0\output_0005\0001090_z07_x07.jpg,7,7
03_13_2020_1\output_0009\0000646_z02_x07.jpg,2,7
03_13_2020_1\output_0001\0000306_z03_x06.jpg,3,6
03_06_2020_0\output_0010\0000177_z06_x07.jpg,6,7
03_09_2020_1\output_0014\0000559_z00_x07.jpg,0,7
03_13_2020_1\output_0007\0000529_z03_x07.jpg,3,7
03_06_2020_0\output_0004\0000886_z05_x06.jpg,5,6
03_13_2020_1\output_0002\0000326_z02_x07.jpg,2,7
03_09_2020_1\output_0031\0000091_z04_x06.jpg,4,6
03_10_2020_1\output_0004\0000651_z00_x06.jpg,0,6
03_12_2020_0\output_0014\0000135_z10_x07.jpg,10,7
03_06_2020_0\output_0008\0000967_z01_x06.jpg,1,6
03_09_2020_1\output_0020\0000535_z05_x07.jpg,5,7
03_06_2020_0\output_0003\0000408_z05_x06.jpg,5,6
03_13_2020_1\output_0001\0000147_z02_x07.jpg,2,7
03_12_2020_0\output_0014\0000927_z07_x07.jpg,7,7
03_13_2020_1\output_0002\0000154_z03_x06.jpg,3,6
03_10_2020_1\output_0000\0000776_z00_x06.jpg,0,6
03_06_2020_0\output_0008\0001293_z05_x06.jpg,5,6
03_06_2020_0\output_0009\0000215_z04_x07.jpg,4,7
03_09_2020_1\output_0035\0000165_z03_x07.jpg,3,7
03_12_2020_0\output_0001\0000679_z07_x06.jpg,7,6
03_12_2020_0\output_0002\0000905_z06_x07.jpg,6,7
03_09_2020_1\output_0022\0000559_z05_x06.jpg,5,6
03_12_2020_0\output_0013\0000259_z07_x06.jpg,7,6
03_09_2020_1\output_0036\0000755_z05_x06.jpg,5,6
03_13_2020_1\output_0011\0000123_z03_x07.jpg,3,7
03_09_2020_1\output_0031\0000237_z02_x07.jpg,2,7
03_12_2020_0\output_0002\0000307_z08_x06.jpg,8,6
03_09_2020_1\output_0037\0000461_z05_x07.jpg,5,7
03_13_2020_1\output_0013\0000166_z05_x07.jpg,5,7
03_13_2020_1\output_0000\0000406_z05_x06.jpg,5,6
03_12_2020_0\output_0013\0000318_z08_x07.jpg,8,7
03_06_2020_0\output_0005\0000207_z08_x06.jpg,8,6
03_13_2020_1\output_0000\0000848_z00_x06.jpg,0,6
03_13_2020_0\output_0005\0000697_z07_x07.jpg,7,7
03_13_2020_1\output_0004\0000001_z05_x06.jpg,5,6
03_13_2020_1\output_0001\0000856_z02_x07.jpg,2,7
03_13_2020_0\output_0005\0000989_z08_x07.jpg,8,7
03_09_2020_1\output_0026\0000079_z02_x06.jpg,2,6
03_13_2020_0\output_0002\0001043_z07_x06.jpg,7,6
03_09_2020_1\output_0015\0000118_z04_x06.jpg,4,6
JetBot\2021-10-08-20-32\0001477_z05_x07.jpg,5,7
03_16_2020_0\output_0006\0000627_z06_x07.jpg,6,7
03_16_2020_0\output_0006\0000818_z07_x07.jpg,7,7
03_13_2020_0\output_0006\0000724_z07_x07.jpg,7,7
03_09_2020_1\output_0022\0000190_z02_x06.jpg,2,6
03_12_2020_0\output_0005\0000857_z07_x07.jpg,7,7
03_09_2020_1\output_0024\0000621_z02_x07.jpg,2,7
03_10_2020_1\output_0009\0000640_z01_x06.jpg,1,6
03_13_2020_1\output_0007\0000081_z04_x06.jpg,4,6
03_13_2020_1\output_0000\0000708_z05_x06.jpg,5,6
03_06_2020_0\output_0010\0000870_z09_x07.jpg,9,7
03_09_2020_1\output_0016\0000209_z05_x07.jpg,5,7
03_09_2020_1\output_0025\0000603_z03_x06.jpg,3,6
03_06_2020_0\output_0006\0001356_z04_x07.jpg,4,7
03_16_2020_0\output_0004\0000234_z07_x06.jpg,7,6
03_10_2020_1\output_0012\0000382_z04_x06.jpg,4,6
03_12_2020_0\output_0012\0000692_z09_x07.jpg,9,7
03_16_2020_0\output_0003\0000561_z07_x07.jpg,7,7
03_16_2020_0\output_0006\0000454_z07_x07.jpg,7,7
03_13_2020_1\output_0000\0000061_z02_x07.jpg,2,7
03_09_2020_1\output_0040\0000666_z02_x07.jpg,2,7
03_09_2020_1\output_0019\0000306_z02_x06.jpg,2,6
03_13_2020_0\output_0003\0000438_z05_x07.jpg,5,7
03_09_2020_1\output_0021\0000125_z05_x06.jpg,5,6
03_13_2020_1\output_0003\0000436_z00_x06.jpg,0,6
03_10_2020_1\output_0011\0000690_z00_x06.jpg,0,6
03_16_2020_0\output_0006\0000696_z06_x07.jpg,6,7
03_12_2020_0\output_0004\0000602_z08_x07.jpg,8,7
03_13_2020_1\output_0001\0000471_z05_x06.jpg,5,6
03_06_2020_0\output_0009\0001287_z05_x07.jpg,5,7
03_13_2020_1\output_0001\0000100_z05_x07.jpg,5,7
03_06_2020_0\output_0005\0000272_z05_x07.jpg,5,7
03_12_2020_0\output_0009\0000962_z06_x07.jpg,6,7
03_06_2020_0\output_0005\0000558_z06_x07.jpg,6,7
03_09_2020_1\output_0030\0001031_z01_x07.jpg,1,7
03_16_2020_0\output_0003\0000195_z05_x06.jpg,5,6
03_06_2020_0\output_0004\0000405_z00_x07.jpg,0,7
03_09_2020_1\output_0027\0000031_z03_x08.jpg,3,8
03_09_2020_1\output_0014\0000488_z00_x07.jpg,0,7
03_09_2020_1\output_0018\0000402_z02_x06.jpg,2,6
03_06_2020_0\output_0006\0000281_z05_x07.jpg,5,7
03_09_2020_1\output_0014\0000348_z04_x07.jpg,4,7
03_13_2020_1\output_0004\0000605_z03_x07.jpg,3,7
03_10_2020_1\output_0014\0000143_z01_x06.jpg,1,6
03_13_2020_1\output_0007\0000459_z04_x06.jpg,4,6
03_06_2020_0\output_0009\0001584_z05_x07.jpg,5,7
03_12_2020_0\output_0006\0000818_z10_x06.jpg,10,6
03_10_2020_1\output_0009\0000471_z01_x06.jpg,1,6
03_06_2020_0\output_0010\0001457_z09_x07.jpg,9,7
03_12_2020_0\output_0002\0000100_z08_x06.jpg,8,6
03_12_2020_0\output_0014\0000980_z09_x07.jpg,9,7
03_12_2020_0\output_0010\0000149_z07_x07.jpg,7,7
03_13_2020_1\output_0002\0000636_z02_x06.jpg,2,6
03_10_2020_1\output_0005\0001111_z03_x06.jpg,3,6
03_10_2020_1\output_0011\0000268_z01_x06.jpg,1,6
03_13_2020_0\output_0002\0000815_z06_x07.jpg,6,7
03_06_2020_0\output_0011\0001044_z00_x07.jpg,0,7
03_09_2020_1\output_0032\0000216_z02_x06.jpg,2,6
03_13_2020_1\output_0010\0000550_z03_x07.jpg,3,7
03_13_2020_0\output_0004\0000984_z07_x07.jpg,7,7
03_10_2020_1\output_0007\0000336_z03_x06.jpg,3,6
03_16_2020_0\output_0003\0000312_z06_x07.jpg,6,7
03_06_2020_0\output_0011\0001136_z00_x07.jpg,0,7
03_09_2020_1\output_0023\0000431_z02_x06.jpg,2,6
03_12_2020_0\output_0003\0000897_z10_x06.jpg,10,6
03_13_2020_1\output_0005\0000434_z02_x07.jpg,2,7
03_13_2020_0\output_0001\0000616_z08_x07.jpg,8,7
03_13_2020_1\output_0011\0000133_z02_x07.jpg,2,7
03_13_2020_1\output_0002\0000411_z03_x06.jpg,3,6
03_09_2020_1\output_0042\0000787_z03_x06.jpg,3,6
03_10_2020_1\output_0000\0000361_z02_x06.jpg,2,6
03_10_2020_1\output_0007\0000680_z04_x06.jpg,4,6
03_10_2020_1\output_0006\0000157_z01_x06.jpg,1,6
JetBot\2021-10-08-20-32\0001326_z01_x07.jpg,1,7
JetBot\2021-10-08-20-32\0000709_z05_x07.jpg,5,7
03_09_2020_1\output_0018\0000574_z04_x07.jpg,4,7
03_09_2020_1\output_0030\0000452_z03_x06.jpg,3,6
03_10_2020_1\output_0010\0000538_z05_x06.jpg,5,6
03_06_2020_0\output_0008\0001109_z00_x06.jpg,0,6
03_13_2020_0\output_0007\0000451_z06_x08.jpg,6,8
03_13_2020_0\output_0003\0000122_z07_x07.jpg,7,7
03_06_2020_0\output_0002\0000376_z10_x06.jpg,10,6
03_06_2020_0\output_0006\0000502_z02_x06.jpg,2,6
03_10_2020_1\output_0015\0000577_z03_x06.jpg,3,6
03_10_2020_1\output_0006\0000297_z01_x06.jpg,1,6
03_16_2020_0\output_0000\0000455_z05_x06.jpg,5,6
03_10_2020_1\output_0001\0000028_z04_x06.jpg,4,6
03_09_2020_1\output_0027\0000041_z03_x08.jpg,3,8
03_06_2020_0\output_0011\0000728_z03_x07.jpg,3,7
03_13_2020_1\output_0002\0000637_z02_x06.jpg,2,6
03_10_2020_1\output_0015\0000536_z03_x06.jpg,3,6
03_16_2020_0\output_0000\0000579_z06_x06.jpg,6,6
03_13_2020_0\output_0000\0000365_z08_x07.jpg,8,7
03_06_2020_0\output_0011\0001246_z03_x08.jpg,3,8
03_10_2020_1\output_0011\0000169_z05_x06.jpg,5,6
03_12_2020_0\output_0003\0000016_z06_x07.jpg,6,7
03_10_2020_1\output_0015\0000897_z01_x08.jpg,1,8
03_09_2020_1\output_0041\0000635_z04_x06.jpg,4,6
03_12_2020_0\output_0002\0000743_z07_x07.jpg,7,7
03_09_2020_1\output_0027\0000257_z04_x08.jpg,4,8
03_06_2020_0\output_0005\0000668_z07_x06.jpg,7,6
03_13_2020_0\output_0001\0000339_z07_x07.jpg,7,7
03_10_2020_1\output_0008\0000330_z02_x06.jpg,2,6
03_09_2020_1\output_0026\0000249_z02_x07.jpg,2,7
03_10_2020_1\output_0008\0000907_z04_x06.jpg,4,6
03_12_2020_0\output_0004\0000696_z07_x07.jpg,7,7
03_06_2020_0\output_0004\0000761_z03_x07.jpg,3,7
03_10_2020_1\output_0004\0000280_z05_x06.jpg,5,6
03_12_2020_0\output_0010\0000849_z07_x07.jpg,7,7
03_06_2020_0\output_0003\0001550_z05_x07.jpg,5,7
03_09_2020_1\output_0022\0000515_z04_x06.jpg,4,6
03_09_2020_1\output_0019\0000465_z05_x07.jpg,5,7
03_06_2020_0\output_0008\0000653_z04_x06.jpg,4,6
03_09_2020_1\output_0015\0000467_z00_x07.jpg,0,7
03_10_2020_1\output_0011\0000384_z05_x06.jpg,5,6
03_09_2020_1\output_0021\0000205_z00_x07.jpg,0,7
03_06_2020_0\output_0010\0000884_z05_x07.jpg,5,7
03_10_2020_1\output_0009\0000731_z02_x06.jpg,2,6
03_09_2020_1\output_0043\0000528_z02_x07.jpg,2,7
03_06_2020_0\output_0002\0000988_z10_x06.jpg,10,6
03_09_2020_1\output_0032\0000595_z02_x07.jpg,2,7
03_12_2020_0\output_0009\0000267_z08_x07.jpg,8,7
03_09_2020_1\output_0016\0000524_z05_x06.jpg,5,6
03_13_2020_1\output_0002\0000403_z01_x06.jpg,1,6
03_09_2020_1\output_0044\0000088_z02_x07.jpg,2,7
03_09_2020_1\output_0035\0000478_z05_x07.jpg,5,7
03_12_2020_0\output_0009\0000774_z05_x07.jpg,5,7
03_13_2020_1\output_0006\0000181_z04_x06.jpg,4,6
03_09_2020_1\output_0024\0000170_z02_x07.jpg,2,7
03_10_2020_1\output_0001\0000374_z03_x06.jpg,3,6
03_09_2020_1\output_0029\0000283_z00_x07.jpg,0,7
03_12_2020_0\output_0002\0000995_z07_x07.jpg,7,7
03_12_2020_0\output_0001\0001154_z05_x07.jpg,5,7
03_13_2020_0\output_0002\0000433_z07_x07.jpg,7,7
03_13_2020_1\output_0000\0000563_z05_x07.jpg,5,7
03_12_2020_0\output_0001\0000493_z10_x06.jpg,10,6
03_09_2020_1\output_0026\0000322_z01_x07.jpg,1,7
03_13_2020_1\output_0003\0000213_z05_x07.jpg,5,7
03_09_2020_1\output_0026\0000489_z04_x07.jpg,4,7
03_13_2020_1\output_0011\0000708_z02_x07.jpg,2,7
03_09_2020_1\output_0043\0000111_z03_x06.jpg,3,6
JetBot\2021-10-08-20-32\0000571_z02_x07.jpg,2,7
03_10_2020_1\output_0013\0000036_z05_x06.jpg,5,6
03_12_2020_0\output_0003\0000621_z05_x07.jpg,5,7
03_10_2020_1\output_0015\0000121_z04_x06.jpg,4,6
03_13_2020_1\output_0003\0000848_z02_x07.jpg,2,7
03_09_2020_1\output_0042\0000762_z05_x06.jpg,5,6
03_10_2020_1\output_0011\0000805_z02_x06.jpg,2,6
03_09_2020_1\output_0015\0000478_z05_x07.jpg,5,7
03_12_2020_0\output_0009\0000043_z08_x07.jpg,8,7
03_12_2020_0\output_0002\0000650_z05_x07.jpg,5,7
03_13_2020_1\output_0002\0000875_z02_x07.jpg,2,7
03_16_2020_0\output_0000\0000441_z08_x06.jpg,8,6
03_06_2020_0\output_0006\0000520_z02_x07.jpg,2,7
03_10_2020_1\output_0002\0000052_z07_x06.jpg,7,6
03_10_2020_1\output_0012\0000641_z02_x06.jpg,2,6
03_10_2020_1\output_0000\0000556_z01_x06.jpg,1,6
03_16_2020_0\output_0005\0000257_z07_x07.jpg,7,7
03_09_2020_1\output_0042\0000519_z03_x07.jpg,3,7
03_09_2020_1\output_0026\0000573_z04_x07.jpg,4,7
03_16_2020_0\output_0002\0000753_z07_x07.jpg,7,7
03_10_2020_1\output_0000\0000357_z05_x06.jpg,5,6
03_12_2020_0\output_0013\0000194_z10_x06.jpg,10,6
03_13_2020_1\output_0013\0000340_z04_x07.jpg,4,7
03_06_2020_0\output_0010\0000350_z05_x07.jpg,5,7
03_10_2020_1\output_0008\0001104_z04_x06.jpg,4,6
03_09_2020_1\output_0033\0000041_z02_x07.jpg,2,7
03_13_2020_1\output_0001\0000008_z05_x06.jpg,5,6
03_16_2020_0\output_0004\0000742_z07_x07.jpg,7,7
03_13_2020_1\output_0004\0000390_z05_x06.jpg,5,6
03_12_2020_0\output_0015\0000299_z06_x07.jpg,6,7
03_12_2020_0\output_0005\0000680_z07_x07.jpg,7,7
03_12_2020_0\output_0010\0000555_z05_x07.jpg,5,7
03_16_2020_0\output_0000\0000898_z05_x06.jpg,5,6
03_09_2020_1\output_0026\0000173_z03_x07.jpg,3,7
03_06_2020_0\output_0003\0000924_z10_x07.jpg,10,7
03_16_2020_0\output_0002\0000483_z05_x06.jpg,5,6
03_09_2020_1\output_0016\0000037_z00_x08.jpg,0,8
03_09_2020_1\output_0031\0000186_z03_x06.jpg,3,6
03_06_2020_0\output_0009\0000055_z04_x07.jpg,4,7
03_06_2020_0\output_0007\0000379_z08_x07.jpg,8,7
03_09_2020_1\output_0044\0000441_z01_x08.jpg,1,8
03_06_2020_0\output_0005\0001362_z07_x07.jpg,7,7
03_12_2020_0\output_0010\0000399_z05_x07.jpg,5,7
03_10_2020_1\output_0011\0000975_z01_x06.jpg,1,6
03_06_2020_0\output_0010\0001809_z10_x06.jpg,10,6
03_12_2020_0\output_0004\0000918_z07_x07.jpg,7,7
03_13_2020_0\output_0005\0000711_z07_x07.jpg,7,7
03_12_2020_0\output_0003\0000631_z08_x07.jpg,8,7
03_10_2020_1\output_0002\0000051_z05_x06.jpg,5,6
03_10_2020_1\output_0010\0000331_z02_x06.jpg,2,6
03_13_2020_1\output_0008\0000784_z03_x06.jpg,3,6
03_12_2020_0\output_0013\0000547_z09_x07.jpg,9,7
03_13_2020_0\output_0005\0000844_z07_x07.jpg,7,7
03_13_2020_0\output_0004\0000492_z05_x06.jpg,5,6
03_06_2020_0\output_0004\0000923_z01_x06.jpg,1,6
03_09_2020_1\output_0014\0000490_z05_x07.jpg,5,7
03_12_2020_0\output_0003\0000686_z05_x06.jpg,5,6
03_10_2020_1\output_0009\0000444_z03_x06.jpg,3,6
03_09_2020_1\output_0014\0000739_z00_x07.jpg,0,7
03_16_2020_0\output_0005\0000290_z07_x07.jpg,7,7
03_09_2020_1\output_0042\0000649_z05_x07.jpg,5,7
03_12_2020_0\output_0003\0000381_z05_x06.jpg,5,6
03_06_2020_0\output_0003\0001118_z10_x07.jpg,10,7
03_06_2020_0\output_0003\0001193_z10_x07.jpg,10,7
03_12_2020_0\output_0011\0000922_z06_x07.jpg,6,7
03_06_2020_0\output_0007\0000279_z05_x07.jpg,5,7
03_12_2020_0\output_0001\0000083_z05_x06.jpg,5,6
03_09_2020_1\output_0024\0000051_z05_x06.jpg,5,6
03_09_2020_1\output_0021\0000094_z02_x06.jpg,2,6
03_10_2020_1\output_0014\0000120_z03_x06.jpg,3,6
03_09_2020_1\output_0042\0000022_z02_x07.jpg,2,7
03_12_2020_0\output_0003\0000169_z05_x07.jpg,5,7
03_06_2020_0\output_0011\0001215_z05_x08.jpg,5,8
JetBot\2021-10-08-20-32\0002831_z08_x08.jpg,8,8
03_09_2020_1\output_0023\0000333_z04_x06.jpg,4,6
03_09_2020_1\output_0025\0000212_z02_x07.jpg,2,7
03_13_2020_1\output_0005\0000208_z03_x07.jpg,3,7
03_10_2020_1\output_0000\0000384_z02_x06.jpg,2,6
03_13_2020_1\output_0002\0000274_z05_x07.jpg,5,7
03_09_2020_1\output_0016\0000609_z05_x06.jpg,5,6
03_10_2020_1\output_0004\0000736_z04_x06.jpg,4,6
03_12_2020_0\output_0002\0000527_z05_x06.jpg,5,6
03_09_2020_1\output_0041\0000080_z00_x07.jpg,0,7
03_13_2020_1\output_0013\0000879_z05_x06.jpg,5,6
03_06_2020_0\output_0011\0000661_z01_x07.jpg,1,7
03_09_2020_1\output_0022\0000267_z05_x07.jpg,5,7
03_06_2020_0\output_0009\0001034_z05_x07.jpg,5,7
03_06_2020_0\output_0009\0000750_z04_x07.jpg,4,7
03_09_2020_1\output_0040\0000599_z05_x07.jpg,5,7
03_09_2020_1\output_0031\0000492_z04_x06.jpg,4,6
03_13_2020_1\output_0002\0000653_z03_x07.jpg,3,7
03_13_2020_1\output_0009\0000295_z03_x07.jpg,3,7
03_12_2020_0\output_0002\0000716_z08_x06.jpg,8,6
03_12_2020_0\output_0006\0000305_z09_x06.jpg,9,6
03_06_2020_0\output_0011\0000637_z05_x07.jpg,5,7
03_09_2020_1\output_0037\0000541_z05_x07.jpg,5,7
03_16_2020_0\output_0006\0000678_z07_x07.jpg,7,7
03_06_2020_0\output_0004\0000459_z01_x06.jpg,1,6
03_10_2020_1\output_0002\0000231_z00_x06.jpg,0,6
03_12_2020_0\output_0009\0000085_z05_x07.jpg,5,7
03_09_2020_1\output_0024\0000283_z02_x07.jpg,2,7
03_13_2020_1\output_0004\0000033_z02_x06.jpg,2,6
03_16_2020_0\output_0000\0000132_z07_x06.jpg,7,6
03_10_2020_1\output_0013\0000416_z02_x06.jpg,2,6
03_09_2020_1\output_0017\0000122_z02_x07.jpg,2,7
03_16_2020_0\output_0002\0000891_z07_x07.jpg,7,7
03_09_2020_1\output_0024\0000321_z02_x07.jpg,2,7
03_12_2020_0\output_0009\0000509_z08_x07.jpg,8,7
03_06_2020_0\output_0006\0001048_z02_x07.jpg,2,7
03_10_2020_1\output_0007\0000626_z02_x06.jpg,2,6
03_12_2020_0\output_0007\0000925_z08_x07.jpg,8,7
03_09_2020_1\output_0020\0000448_z02_x07.jpg,2,7
03_13_2020_1\output_0010\0000911_z05_x06.jpg,5,6
03_12_2020_0\output_0012\0000266_z09_x07.jpg,9,7
03_10_2020_1\output_0009\0000603_z01_x06.jpg,1,6
03_10_2020_1\output_0007\0000553_z03_x06.jpg,3,6
03_13_2020_0\output_0002\0000516_z08_x07.jpg,8,7
03_06_2020_0\output_0002\0000899_z10_x06.jpg,10,6
03_09_2020_1\output_0043\0000399_z02_x07.jpg,2,7
03_09_2020_1\output_0022\0000569_z05_x06.jpg,5,6
03_10_2020_1\output_0004\0000912_z05_x06.jpg,5,6
03_10_2020_1\output_0010\0000428_z01_x06.jpg,1,6
03_09_2020_1\output_0030\0000088_z03_x06.jpg,3,6
03_13_2020_1\output_0000\0000604_z04_x06.jpg,4,6
03_13_2020_1\output_0012\0000452_z05_x06.jpg,5,6
03_13_2020_1\output_0012\0000001_z05_x06.jpg,5,6
03_06_2020_0\output_0006\0000557_z05_x07.jpg,5,7
03_09_2020_1\output_0033\0000442_z02_x07.jpg,2,7
03_10_2020_1\output_0008\0000680_z01_x06.jpg,1,6
03_06_2020_0\output_0003\0001641_z10_x07.jpg,10,7
03_13_2020_0\output_0000\0000618_z05_x06.jpg,5,6
03_06_2020_0\output_0006\0001386_z02_x07.jpg,2,7
03_10_2020_1\output_0006\0000722_z04_x06.jpg,4,6
03_06_2020_0\output_0002\0001059_z08_x06.jpg,8,6
03_10_2020_1\output_0006\0000623_z02_x06.jpg,2,6
03_10_2020_1\output_0004\0000680_z05_x06.jpg,5,6
03_13_2020_0\output_0001\0000585_z07_x07.jpg,7,7
03_09_2020_1\output_0030\0000726_z05_x07.jpg,5,7
03_09_2020_1\output_0015\0000515_z05_x07.jpg,5,7
03_12_2020_0\output_0008\0000032_z05_x06.jpg,5,6
03_09_2020_1\output_0032\0000871_z03_x07.jpg,3,7
03_13_2020_1\output_0001\0000220_z02_x07.jpg,2,7
03_06_2020_0\output_0009\0000272_z03_x06.jpg,3,6
03_12_2020_0\output_0014\0000150_z05_x07.jpg,5,7
03_12_2020_0\output_0007\0000759_z08_x07.jpg,8,7
03_06_2020_0\output_0006\0001340_z03_x07.jpg,3,7
03_09_2020_1\output_0037\0000547_z02_x07.jpg,2,7
03_12_2020_0\output_0005\0000825_z06_x07.jpg,6,7
03_13_2020_1\output_0004\0000813_z02_x07.jpg,2,7
03_13_2020_1\output_0012\0000493_z05_x07.jpg,5,7
